Index,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
899.0,2006-09-16,6822.0,8.82790796297859,79203.42,11.61,79.0,2.68,750.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
900.0,2006-09-17,10154.0,9.22562299550734,117786.4,11.6,81.0,2.67,722.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
901.0,2006-09-18,1556.0,7.349873704738337,18578.64,11.94,78.0,2.67,496.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
902.0,2006-09-19,896.0,6.79794041297493,10734.08,11.98,77.0,2.66,452.0,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
903.0,2006-09-20,5306.0,8.576593534697684,530.6,0.1,72.0,2.65,426.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
904.0,2006-09-21,1770.0,7.478734825567875,21381.6,12.08,70.0,2.64,404.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
905.0,2006-09-22,2176.0,7.685243607975833,25807.36,11.86,70.0,2.62,384.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
906.0,2006-09-23,3169.0,8.06117135969092,36982.23,11.67,76.0,2.61,365.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
907.0,2006-09-24,6621.0,8.798001694924846,77200.86,11.66,82.0,2.6,348.0,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
908.0,2006-09-25,1440.0,7.272398392570047,17251.2,11.98,73.0,2.59,331.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
909.0,2006-09-26,1776.0,7.4821189235521155,21436.32,12.07,73.0,2.58,316.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
910.0,2006-09-27,5522.0,8.6164953924901,552.2,0.1,73.0,2.57,302.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
911.0,2006-09-28,2087.0,7.643482907077201,24918.78,11.94,73.0,2.56,288.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
912.0,2006-09-29,1115.0,7.016609683894219,13268.5,11.9,68.0,2.54,276.0,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
913.0,2006-09-30,7164.0,8.876823763180603,83317.32,11.63,67.0,2.53,264.0,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
914.0,2006-10-01,1542.0,7.340835554123275,17995.14,11.67,69.0,2.52,253.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
915.0,2006-10-02,12320.0,9.41897923708751,140571.2,11.41,71.0,2.51,200.0,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
916.0,2006-10-03,1686.0,7.430114138561801,20181.420000000002,11.97,75.0,2.5,183.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
917.0,2006-10-04,6121.0,8.71948076085107,612.1,0.1,74.0,2.49,172.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
918.0,2006-10-05,1560.0,7.352441100243583,18361.2,11.77,67.0,2.48,163.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
919.0,2006-10-06,2308.0,7.744136627627991,27349.8,11.85,58.0,2.47,154.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
920.0,2006-10-07,4701.0,8.45553053102413,54766.65,11.65,64.0,2.46,146.0,yes,RAIN,RAIN,ExplorersWeekend,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
921.0,2006-10-08,10991.0,9.3048320350689,127935.24,11.64,66.0,2.45,139.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,ExplorersWeekend,OCT,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
922.0,2006-10-09,13120.0,9.48189306249808,149305.6,11.38,74.0,2.43,138.0,yes,SUNNY/CLOUDY,Sunny,ExplorersWeekend,OCT,LOW SEASON,Mon,No,Have Events,GOOD WEATHER
923.0,2006-10-10,3750.0,8.229511118964457,43575.0,11.62,76.0,2.42,136.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
924.0,2006-10-11,11283.0,9.331052447138447,1128.3,0.1,64.0,2.41,135.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
925.0,2006-10-12,2728.0,7.911324018963353,31917.6,11.7,70.0,2.4,133.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
926.0,2006-10-13,5068.0,8.53070154144103,60663.96000000001,11.97,55.0,2.39,132.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Fri,No,NONE,GOOD WEATHER
927.0,2006-10-14,7153.0,8.875287128108384,83618.56999999999,11.69,60.0,2.38,130.0,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
928.0,2006-10-15,4989.0,8.514990767861038,58171.74,11.66,59.0,2.37,128.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
929.0,2006-10-16,2476.0,7.814399633804487,29538.68,11.93,60.0,2.36,124.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
930.0,2006-10-17,1314.0,7.1808311990445555,15715.44,11.96,63.0,2.35,120.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
931.0,2006-10-18,8275.0,9.020994200245264,827.5,0.1,75.0,2.34,128.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
932.0,2006-10-19,3136.0,8.0507033814703,37475.2,11.95,67.0,2.33,133.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
933.0,2006-10-20,942.0,6.848005274576363,11115.6,11.8,66.0,2.32,137.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
934.0,2006-10-21,8425.0,9.038958755220563,98235.5,11.66,59.0,2.31,139.0,yes,SUNNY/CLOUDY,Sunny,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
935.0,2006-10-22,6904.0,8.839856232763264,79810.24,11.56,61.0,2.31,140.0,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
936.0,2006-10-23,2007.0,7.604396348796338,23702.670000000002,11.81,57.0,2.32,137.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
937.0,2006-10-24,3182.0,8.065265208897733,37356.68,11.74,53.0,2.33,134.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
938.0,2006-10-25,4124.0,8.32457884513685,412.40000000000003,0.1,56.0,2.33,118.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
939.0,2006-10-26,2621.0,7.8713112033234065,31294.739999999998,11.94,52.0,2.34,106.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
940.0,2006-10-27,2410.0,7.787382026484701,28727.2,11.92,51.0,2.34,96.0,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
941.0,2006-10-28,361.0,5.8888779583328805,4263.41,11.81,65.0,2.34,87.0,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
942.0,2006-10-29,4151.0,8.33110454805304,47861.03,11.53,55.0,2.34,80.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
943.0,2006-10-30,1217.0,7.104144092987527,14445.789999999999,11.87,61.0,2.34,73.0,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
944.0,2006-10-31,988.0,6.895682697747868,11609.0,11.75,63.0,2.34,67.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
